BHIIdentifier,PipelineFeature,INTEXTIDOD,Odometerft,DistancetoNextPipelineFeatureft,WTin,PipeGradepsi,PipeDescription,PipeDiameterin,MOPpsi,Depth,Depthin,Lengthin,Widthin,OClockOrientationhhmm,mB31GBurstpsi,ERF,EffDepth,EffLengthin,EffAreaBurstpsi,UpstreamUSReferenceName,DistanceToUSft,DownstreamDSReferenceName,DistanceFromDSReferenceft,DistancetoUSWeldft,DistancetoDSWeldft,Length2ndUSJointft,LengthUSJointft,LengthDefectJointft,DefectJointNumber,LengthDSJointft,Length2ndDSJointft,XYZInformationNAD83Latitude,XYZInformationNAD83Longitude,XYZInformationNAVD88Elevationft,Comments
GWD 20430,Girth Weld,,104469.65,65.51,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,654.46,AGM 37,1738.71,65.48,65.51,42.62,65.48,65.51,20430,65.29,57.75,33.8877263,-118.0857676,71.81,
GWD 20440,Girth Weld,,104535.16,65.29,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,719.98,AGM 37,1673.20,65.51,65.29,65.48,65.51,65.29,20440,57.75,65.62,33.8877242,-118.0859779,71.54,
GWD 20450,Girth Weld,,104600.46,57.75,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,785.27,AGM 37,1607.90,65.29,57.75,65.51,65.29,57.75,20450,65.62,29.60,33.8877232,-118.0861875,71.26,
GWD 20460,Girth Weld,,104658.20,65.62,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,843.02,AGM 37,1550.16,57.75,65.62,65.29,57.75,65.62,20460,29.60,25.15,33.8877221,-118.0863729,70.85,
GWD 20470,Girth Weld,,104723.83,29.60,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,908.64,AGM 37,1484.53,65.62,29.60,57.75,65.62,29.60,20470,25.15,51.51,33.8877226,-118.0865836,69.49,
GWD 20480,Girth Weld,,104753.43,25.15,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,938.24,AGM 37,1454.93,29.60,25.15,65.62,29.60,25.15,20480,51.51,65.30,33.8877223,-118.0866787,68.97,
GWD 20490,Girth Weld,,104778.58,51.51,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,963.40,AGM 37,1429.78,25.15,51.51,29.60,25.15,51.51,20490,65.30,65.47,33.8877221,-118.0867594,68.69,
GWD 20500,Girth Weld,,104830.10,65.30,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,1014.91,AGM 37,1378.26,51.51,65.30,25.15,51.51,65.30,20500,65.47,65.53,33.8877197,-118.0869248,68.33,
GWD 20510,Girth Weld,,104895.39,65.47,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,1080.21,AGM 37,1312.97,65.30,65.47,51.51,65.30,65.47,20510,65.53,63.63,33.8877180,-118.0871344,69.00,
GWD 20520,Girth Weld,,104960.86,65.53,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,1145.68,AGM 37,1247.50,65.47,65.53,65.30,65.47,65.53,20520,63.63,65.37,33.8877158,-118.0873446,69.62,
GWD 20530,Girth Weld,,105026.39,63.63,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,1211.20,AGM 37,1181.97,65.53,63.63,65.47,65.53,63.63,20530,65.37,62.36,33.8877148,-118.0875549,70.44,
GWD 20540,Girth Weld,,105090.01,65.37,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,1274.83,AGM 37,1118.35,63.63,65.37,65.53,63.63,65.37,20540,62.36,65.42,33.8877129,-118.0877592,70.76,
GWD 20550,Girth Weld,,105155.38,62.36,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,1340.20,AGM 37,1052.98,65.37,62.36,63.63,65.37,62.36,20550,65.42,65.32,33.8877105,-118.0879690,70.87,
GWD 20560,Girth Weld,,105217.74,65.42,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,1402.56,AGM 37,990.62,62.36,65.42,65.37,62.36,65.42,20560,65.32,65.05,33.8877086,-118.0881692,71.32,
GWD 20570,Girth Weld,,105283.16,65.32,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,1467.98,AGM 37,925.20,65.42,65.32,62.36,65.42,65.32,20570,65.05,65.45,33.8877070,-118.0883793,71.16,
GWD 20580,Girth Weld,,105348.48,65.05,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,1533.30,AGM 37,859.88,65.32,65.05,65.42,65.32,65.05,20580,65.45,17.80,33.8877061,-118.0885889,68.57,
GWD 20590,Girth Weld,,105413.53,65.45,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,1598.34,AGM 37,794.83,65.05,65.45,65.32,65.05,65.45,20590,17.80,1.02,33.8877058,-118.0887976,69.19,
GWD 20600,Girth Weld,,105478.98,17.80,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,1663.79,AGM 37,729.38,65.45,17.80,65.05,65.45,17.80,20600,1.02,19.49,33.8877059,-118.0890076,71.19,
GWD 20610,Girth Weld,,105496.77,1.02,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,1681.59,AGM 37,711.59,17.80,1.02,65.45,17.80,1.02,20610,19.49,21.54,33.8877046,-118.0890647,71.70,
GWD 20620,Girth Weld,,105497.79,19.49,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 36,1682.61,AGM 37,710.57,1.02,19.49,17.80,1.02,19.49,20620,21.54,21.44,33.8877046,-118.0890680,71.72,
GWD 20630,Girth Weld,,105517.28,21.54,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 36,1702.10,AGM 37,691.08,19.49,21.54,1.02,19.49,21.54,20630,21.44,19.62,33.8877044,-118.0891305,71.99,
GWD 20640,Girth Weld,,105538.83,21.44,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 36,1723.64,AGM 37,669.53,21.54,21.44,19.49,21.54,21.44,20640,19.62,21.94,33.8877047,-118.0891997,71.79,
GWD 20650,Girth Weld,,105560.27,19.62,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 36,1745.08,AGM 37,648.09,21.44,19.62,21.54,21.44,19.62,20650,21.94,18.87,33.8877045,-118.0892685,71.03,
GWD 20660,Girth Weld,,105579.88,21.94,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 36,1764.70,AGM 37,628.48,19.62,21.94,21.44,19.62,21.94,20660,18.87,21.34,33.8877036,-118.0893315,70.72,
GWD 20670,Girth Weld,,105601.82,18.87,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 36,1786.64,AGM 37,606.54,21.94,18.87,19.62,21.94,18.87,20670,21.34,21.86,33.8877022,-118.0894019,71.12,
GWD 20680,Girth Weld,,105620.70,21.34,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 36,1805.51,AGM 37,587.66,18.87,21.34,21.94,18.87,21.34,20680,21.86,16.14,33.8877011,-118.0894624,71.99,
GWD 20690,Girth Weld,,105642.04,21.86,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 36,1826.86,AGM 37,566.32,21.34,21.86,18.87,21.34,21.86,20690,16.14,21.72,33.8877006,-118.0895309,71.97,
GWD 20700,Girth Weld,,105663.90,16.14,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 36,1848.72,AGM 37,544.46,21.86,16.14,21.34,21.86,16.14,20700,21.72,21.03,33.8877004,-118.0896011,71.75,
GWD 20710,Girth Weld,,105680.04,21.72,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 36,1864.85,AGM 37,528.32,16.14,21.72,21.86,16.14,21.72,20710,21.03,21.94,33.8877006,-118.0896529,71.55,
GWD 20720,Girth Weld,,105701.76,21.03,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 36,1886.57,AGM 37,506.60,21.72,21.03,16.14,21.72,21.03,20720,21.94,19.30,33.8877003,-118.0897227,71.41,
GWD 20730,Girth Weld,,105722.79,21.94,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 36,1907.60,AGM 37,485.57,21.03,21.94,21.72,21.03,21.94,20730,19.30,21.93,33.8876993,-118.0897902,71.25,
GWD 20740,Girth Weld,,105744.72,19.30,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 36,1929.54,AGM 37,463.64,21.94,19.30,21.03,21.94,19.30,20740,21.93,19.89,33.8876982,-118.0898606,71.02,
GWD 20750,Girth Weld,,105764.03,21.93,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 36,1948.84,AGM 37,444.33,19.30,21.93,21.94,19.30,21.93,20750,19.89,18.83,33.8876978,-118.0899226,71.17,
GWD 20760,Girth Weld,,105785.95,19.89,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 36,1970.77,AGM 37,422.41,21.93,19.89,19.30,21.93,19.89,20760,18.83,3.82,33.8876968,-118.0899929,71.52,
GWD 20770,Girth Weld,,105805.84,18.83,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 36,1990.66,AGM 37,402.52,19.89,18.83,21.93,19.89,18.83,20770,3.82,37.13,33.8876954,-118.0900568,71.58,
GWD 20780,Girth Weld,,105824.67,3.82,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,2009.49,AGM 37,383.68,18.83,3.82,19.89,18.83,3.82,20780,37.13,43.54,33.8876939,-118.0901172,71.63,
GWD 20790,Girth Weld,,105828.49,37.13,0.312,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,2013.31,AGM 37,379.87,3.82,37.13,18.83,3.82,37.13,20790,43.54,45.23,33.8876937,-118.0901295,71.64,Estimated WT 0.312
GWD 20800,Girth Weld,,105865.62,43.54,0.312,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,2050.43,AGM 37,342.74,37.13,43.54,3.82,37.13,43.54,20800,45.23,43.97,33.8876926,-118.0902487,71.73,
GWD 20810,Girth Weld,,105909.15,45.23,0.312,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,2093.97,AGM 37,299.21,43.54,45.23,37.13,43.54,45.23,20810,43.97,44.09,33.8876920,-118.0903884,71.67,
GWD 20820,Girth Weld,,105954.38,43.97,0.312,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,2139.20,AGM 37,253.98,45.23,43.97,43.54,45.23,43.97,20820,44.09,43.14,33.8876910,-118.0905336,71.68,
GWD 20830,Girth Weld,,105998.35,44.09,0.312,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,2183.17,AGM 37,210.01,43.97,44.09,45.23,43.97,44.09,20830,43.14,44.83,33.8876899,-118.0906748,71.90,
GWD 20840,Girth Weld,,106042.44,43.14,0.312,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,2227.26,AGM 37,165.92,44.09,43.14,43.97,44.09,43.14,20840,44.83,30.64,33.8876882,-118.0908163,72.37,
GWD 20850,Girth Weld,,106085.58,44.83,0.312,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,2270.40,AGM 37,122.78,43.14,44.83,44.09,43.14,44.83,20850,30.64,0.79,33.8876872,-118.0909549,72.49,
GWD 20860,Girth Weld,,106130.42,30.62,0.312,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,2315.23,AGM 37,77.94,44.83,30.64,43.14,44.83,30.64,20860,0.79,2.97,33.8876862,-118.0910988,72.81,
BND 166,Bend,,106161.04,0.01,0.312,35000,ERW,8.625,680,,,9.528,,,,,,,,AGM 36,2345.86,AGM 37,47.32,30.62,0.01,43.14,44.83,30.64,20860,0.79,2.97,33.8876846,-118.0911970,72.54,3.0D 51.3 deg right turn over bend
GWD 20870,Girth Weld,,106161.05,0.79,0.312,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,2345.87,AGM 37,47.31,30.64,0.79,44.83,30.64,0.79,20870,2.97,0.75,33.8876846,-118.0911971,72.53,
GWD 20880,Girth Weld,,106161.85,2.81,0.312,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,2346.66,AGM 37,46.51,0.79,2.97,30.64,0.79,2.97,20880,0.75,10.67,33.8876846,-118.0911991,72.07,
BND 167,Bend,,106164.66,0.16,0.312,35000,ERW,8.625,680,,,9.055,,,,,,,,AGM 36,2349.48,AGM 37,43.70,2.81,0.16,30.64,0.79,2.97,20880,0.75,10.67,33.8876845,-118.0912054,70.05,3.0D 50.8 deg sag bend
GWD 20890,Girth Weld,,106164.82,0.75,0.312,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,2349.64,AGM 37,43.54,2.97,0.75,0.79,2.97,0.75,20890,10.67,0.77,33.8876845,-118.0912059,69.99,
GWD 20900,Girth Weld,,106165.57,10.67,0.312,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,2350.39,AGM 37,42.78,0.75,10.67,2.97,0.75,10.67,20900,0.77,3.17,33.8876845,-118.0912083,69.86,
GWD 20910,Girth Weld,,106176.25,0.10,0.312,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,2361.06,AGM 37,32.11,10.67,0.77,0.75,10.67,0.77,20910,3.17,0.75,33.8876836,-118.0912425,69.58,
BND 168,Bend,,106176.35,0.67,0.312,35000,ERW,8.625,680,,,9.252,,,,,,,,AGM 36,2361.17,AGM 37,32.01,0.10,0.67,0.75,10.67,0.77,20910,3.17,0.75,33.8876836,-118.0912428,69.62,3.0D 50.6 deg sag bend
GWD 20920,Girth Weld,,106177.02,3.11,0.312,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,2361.83,AGM 37,31.34,0.77,3.17,10.67,0.77,3.17,20920,0.75,8.32,33.8876835,-118.0912446,69.96,
BND 169,Bend,,106180.12,0.06,0.312,35000,ERW,8.625,680,,,8.976,,,,,,,,AGM 36,2364.94,AGM 37,28.24,3.11,0.06,10.67,0.77,3.17,20920,0.75,8.32,33.8876834,-118.0912520,71.97,3.0D 50.4 deg over bend
GWD 20930,Girth Weld,,106180.19,0.75,0.312,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,2365.00,AGM 37,28.17,3.17,0.75,0.77,3.17,0.75,20930,8.32,1.03,33.8876834,-118.0912522,71.99,
GWD 20940,Girth Weld,,106180.93,8.32,0.312,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,2365.75,AGM 37,27.43,0.75,8.32,3.17,0.75,8.32,20940,1.03,40.36,33.8876834,-118.0912546,72.12,
GWD 20950,Girth Weld,,106189.25,1.03,0.312,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,2374.07,AGM 37,19.11,8.32,1.03,0.75,8.32,1.03,20950,40.36,38.98,33.8876828,-118.0912813,72.00,
GWD 20960,Girth Weld,,106190.28,18.08,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,2375.09,AGM 37,18.08,1.03,40.36,8.32,1.03,40.36,20960,38.98,51.95,33.8876827,-118.0912846,71.99,Estimated WT 0.203
AGM 5,Above Ground Marker,,106208.36,22.27,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,2393.18,AGM 38,2700.85,18.08,22.27,8.32,1.03,40.36,20960,38.98,51.95,33.8876815,-118.0913426,71.49,AGM 37 4' South of Curb - Located in Alondra BLVD
GWD 20970,Girth Weld,,106230.63,38.98,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,22.27,AGM 38,2678.58,40.36,38.98,1.03,40.36,38.98,20970,51.95,3.13,33.8876808,-118.0914154,71.17,
GWD 20980,Girth Weld,,106269.61,51.95,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,61.25,AGM 38,2639.60,38.98,51.95,40.36,38.98,51.95,20980,3.13,42.58,33.8876809,-118.0915428,70.08,
GWD 20990,Girth Weld,,106321.56,3.13,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,113.20,AGM 38,2587.66,51.95,3.13,38.98,51.95,3.13,20990,42.58,39.71,33.8876815,-118.0917127,69.08,
GWD 21000,Girth Weld,,106324.68,42.58,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,116.32,AGM 38,2584.53,3.13,42.58,51.95,3.13,42.58,21000,39.71,59.27,33.8876815,-118.0917229,69.04,
GWD 21010,Girth Weld,,106367.26,39.71,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,158.90,AGM 38,2541.95,42.58,39.71,3.13,42.58,39.71,21010,59.27,65.35,33.8876817,-118.0918621,70.15,
GWD 21020,Girth Weld,,106406.98,59.27,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,198.62,AGM 38,2502.24,39.71,59.27,42.58,39.71,59.27,21020,65.35,42.45,33.8876819,-118.0919918,71.28,
GWD 21030,Girth Weld,,106466.25,65.35,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,257.89,AGM 38,2442.96,59.27,65.35,39.71,59.27,65.35,21030,42.45,65.55,33.8876812,-118.0921855,71.17,
GWD 21040,Girth Weld,,106531.60,42.45,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,323.24,AGM 38,2377.61,65.35,42.45,59.27,65.35,42.45,21040,65.55,65.58,33.8876802,-118.0923991,70.04,
GWD 21050,Girth Weld,,106574.06,65.55,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,365.70,AGM 38,2335.15,42.45,65.55,65.35,42.45,65.55,21050,65.58,42.64,33.8876795,-118.0925378,72.07,
GWD 21060,Girth Weld,,106639.61,65.58,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,431.25,AGM 38,2269.60,65.55,65.58,42.45,65.55,65.58,21060,42.64,65.55,33.8876784,-118.0927519,69.06,
GWD 21070,Girth Weld,,106705.19,42.64,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,496.83,AGM 38,2204.02,65.58,42.64,65.55,65.58,42.64,21070,65.55,37.17,33.8876790,-118.0929662,70.41,
GWD 21080,Girth Weld,,106747.84,65.55,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,539.48,AGM 38,2161.37,42.64,65.55,65.58,42.64,65.55,21080,37.17,42.63,33.8876802,-118.0931054,72.39,
GWD 21090,Girth Weld,,106813.39,37.17,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,605.03,AGM 38,2095.82,65.55,37.17,42.64,65.55,37.17,21090,42.63,42.19,33.8876745,-118.0933196,71.53,
GWD 21100,Girth Weld,,106850.56,42.63,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,642.20,AGM 38,2058.65,37.17,42.63,65.55,37.17,42.63,21100,42.19,41.18,33.8876751,-118.0934412,71.20,
GWD 21110,Girth Weld,,106893.19,42.19,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,684.83,AGM 38,2016.02,42.63,42.19,37.17,42.63,42.19,21110,41.18,42.14,33.8876744,-118.0935805,71.67,
GWD 21120,Girth Weld,,106935.38,41.18,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,727.02,AGM 38,1973.83,42.19,41.18,42.63,42.19,41.18,21120,42.14,7.03,33.8876732,-118.0937184,71.44,
GWD 21130,Girth Weld,,106976.56,42.14,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,768.20,AGM 38,1932.65,41.18,42.14,42.19,41.18,42.14,21130,7.03,1.00,33.8876736,-118.0938531,71.49,
GWD 21140,Girth Weld,,107018.70,7.03,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,810.34,AGM 38,1890.51,42.14,7.03,41.18,42.14,7.03,21140,1.00,12.77,33.8876747,-118.0939909,71.03,
GWD 21150,Girth Weld,,107025.73,1.00,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,817.37,AGM 38,1883.48,7.03,1.00,42.14,7.03,1.00,21150,12.77,19.14,33.8876745,-118.0940138,71.12,
GWD 21160,Girth Weld,,107026.73,12.77,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,818.37,AGM 38,1882.49,1.00,12.77,7.03,1.00,12.77,21160,19.14,21.80,33.8876745,-118.0940171,71.13,
GWD 21170,Girth Weld,,107039.50,19.14,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,831.14,AGM 38,1869.71,12.77,19.14,1.00,12.77,19.14,21170,21.80,43.21,33.8876737,-118.0940589,71.14,
GWD 21180,Girth Weld,,107058.64,21.80,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,850.28,AGM 38,1850.57,19.14,21.80,12.77,19.14,21.80,21180,43.21,20.87,33.8876725,-118.0941214,70.78,
GWD 21190,Girth Weld,,107080.44,43.21,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,872.08,AGM 38,1828.77,21.80,43.21,19.14,21.80,43.21,21190,20.87,20.59,33.8876714,-118.0941927,70.60,
GWD 21200,Girth Weld,,107123.66,20.87,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,915.30,AGM 38,1785.55,43.21,20.87,21.80,43.21,20.87,21200,20.59,22.12,33.8876714,-118.0943340,70.91,
GWD 21210,Girth Weld,,107144.52,20.59,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,936.16,AGM 38,1764.69,20.87,20.59,43.21,20.87,20.59,21210,22.12,20.91,33.8876721,-118.0944022,71.05,
GWD 21220,Girth Weld,,107165.11,22.12,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,956.75,AGM 38,1744.10,20.59,22.12,20.87,20.59,22.12,21220,20.91,21.19,33.8876728,-118.0944695,70.90,
GWD 21230,Girth Weld,,107187.23,20.91,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,978.87,AGM 38,1721.98,22.12,20.91,20.59,22.12,20.91,21230,21.19,22.09,33.8876737,-118.0945419,70.86,
GWD 21240,Girth Weld,,107208.14,21.19,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,999.78,AGM 38,1701.08,20.91,21.19,22.12,20.91,21.19,21240,22.09,20.49,33.8876748,-118.0946102,70.90,
GWD 21250,Girth Weld,,107229.33,22.09,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,1020.97,AGM 38,1679.88,21.19,22.09,20.91,21.19,22.09,21250,20.49,21.18,33.8876754,-118.0946795,70.87,
GWD 21260,Girth Weld,,107251.42,20.49,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,1043.06,AGM 38,1657.79,22.09,20.49,21.19,22.09,20.49,21260,21.18,20.57,33.8876758,-118.0947518,70.77,
GWD 21270,Girth Weld,,107271.91,21.18,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,1063.55,AGM 38,1637.30,20.49,21.18,22.09,20.49,21.18,21270,20.57,19.35,33.8876763,-118.0948188,70.68,
GWD 21280,Girth Weld,,107293.09,20.57,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,1084.73,AGM 38,1616.13,21.18,20.57,20.49,21.18,20.57,21280,19.35,20.69,33.8876760,-118.0948880,70.73,
GWD 21290,Girth Weld,,107313.66,19.35,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,1105.30,AGM 38,1595.55,20.57,19.35,21.18,20.57,19.35,21290,20.69,21.94,33.8876746,-118.0949553,70.73,
GWD 21300,Girth Weld,,107333.01,20.69,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,1124.65,AGM 38,1576.20,19.35,20.69,20.57,19.35,20.69,21300,21.94,21.62,33.8876734,-118.0950185,70.83,
GWD 21310,Girth Weld,,107353.70,21.94,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,1145.34,AGM 38,1555.51,20.69,21.94,19.35,20.69,21.94,21310,21.62,20.63,33.8876725,-118.0950862,70.89,
GWD 21320,Girth Weld,,107375.65,21.62,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,1167.29,AGM 38,1533.57,21.94,21.62,20.69,21.94,21.62,21320,20.63,19.29,33.8876715,-118.0951579,70.95,
GWD 21330,Girth Weld,,107397.26,20.63,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,1188.90,AGM 38,1511.95,21.62,20.63,21.94,21.62,20.63,21330,19.29,18.22,33.8876708,-118.0952286,70.99,
GWD 21340,Girth Weld,,107417.89,19.29,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,1209.53,AGM 38,1491.32,20.63,19.29,21.62,20.63,19.29,21340,18.22,22.02,33.8876703,-118.0952961,70.90,
GWD 21350,Girth Weld,,107437.18,18.22,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,1228.82,AGM 38,1472.04,19.29,18.22,20.63,19.29,18.22,21350,22.02,21.60,33.8876703,-118.0953591,70.82,
GWD 21360,Girth Weld,,107455.40,22.02,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,1247.04,AGM 38,1453.81,18.22,22.02,19.29,18.22,22.02,21360,21.60,43.85,33.8876708,-118.0954187,70.81,
GWD 21370,Girth Weld,,107477.42,21.60,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,1269.07,AGM 38,1431.79,22.02,21.60,18.22,22.02,21.60,21370,43.85,17.22,33.8876716,-118.0954907,71.19,
GWD 21380,Girth Weld,,107499.03,43.85,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,1290.67,AGM 38,1410.18,21.60,43.85,22.02,21.60,43.85,21380,17.22,1.01,33.8876721,-118.0955613,71.64,
GWD 21390,Girth Weld,,107542.88,17.22,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,1334.52,AGM 38,1366.33,43.85,17.22,21.60,43.85,17.22,21390,1.01,12.83,33.8876709,-118.0957047,71.13,
GWD 21400,Girth Weld,,107560.10,1.01,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,1351.75,AGM 38,1349.11,17.22,1.01,43.85,17.22,1.01,21400,12.83,42.22,33.8876692,-118.0957610,71.17,
GWD 21410,Girth Weld,,107561.11,12.83,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,1352.75,AGM 38,1348.10,1.01,12.83,17.22,1.01,12.83,21410,42.22,43.43,33.8876691,-118.0957643,71.18,Estimated WT 0.203
GWD 21420,Girth Weld,,107573.95,42.22,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,1365.59,AGM 38,1335.27,12.83,42.22,1.01,12.83,42.22,21420,43.43,52.55,33.8876680,-118.0958062,71.13,
GWD 21430,Girth Weld,,107616.16,32.24,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,1407.81,AGM 38,1293.05,42.22,43.43,12.83,42.22,43.43,21430,52.55,51.67,33.8876662,-118.0959443,70.69,
SLV 11,Sleeve Start,,107648.40,1.08,0.203,35000,ERW,8.625,680,,,12.995,,,,,,,,AGM 37,1440.04,AGM 38,1260.81,32.24,11.19,12.83,42.22,43.43,21430,52.55,51.67,33.8876654,-118.0960497,70.70,Repair Sleeve - Start
SLV 12,Sleeve End,,107649.49,10.11,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,1441.13,AGM 38,1259.73,33.32,10.11,12.83,42.22,43.43,21430,52.55,51.67,33.8876654,-118.0960532,70.70,Repair Sleeve - End
GWD 21440,Girth Weld,,107659.60,52.55,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,1451.24,AGM 38,1249.62,43.43,52.55,42.22,43.43,52.55,21440,51.67,65.39,33.8876653,-118.0960863,70.75,
GWD 21450,Girth Weld,,107712.15,51.67,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,1503.79,AGM 38,1197.06,52.55,51.67,43.43,52.55,51.67,21450,65.39,65.31,33.8876646,-118.0962581,70.93,
GWD 21460,Girth Weld,,107763.82,65.39,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,1555.46,AGM 38,1145.39,51.67,65.39,52.55,51.67,65.39,21460,65.31,65.35,33.8876641,-118.0964271,70.25,
