ILI Tool,PBF_ID,Adjstd Weld Number,Adjstd Milepost,Adjstd Sta,STA Diff,ODO Diff,Multiplier,Odometer (ft),Odometer Distance to Start of Box (ft),Feature Number,Feature Description,Distance to Nearest Weld (ft),Distance to Upstream Weld (ft),Distance to Downstream Weld (ft),Distance From Top of Pipe (ft),Distance to Nearest AGM (ft),Distance to Upstream AGM (ft),Distance to Downstream AGM (ft),WT (in),Max Depth (%),Max Depth + Tolerance (%),Length (in),Width (in),Oreintation (Degrees),Pipe Length (ft),Long Seam Orient. (Degrees),0.85DL Safe MAOP Rating (psig),0.85DL Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Safe MAOP Rating (psig),Eff. Area B31G of API579 Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Burst Press. Rating (psig),Eff. Area B31G of API579 Burst Press. Rating + Tolerance (psig),Latitude NAD83,Longitude NAD83,Elevation Above Mean Sea Level NAVD88 (ft),Comments,Pipe Size (in),Pipe Grade ,Pipe Type,MOP (psi)
MFL,3834,1813,17.719,935+94.5,,,,93556.73,93556.68,3833,ML Ext Weld Adjacent,U0.43,0.43,60.85,2.66,D285.47,2395.82,2716.43,0.344,10,20,0.67,1.00,229,61.28,,1915,1910,1914,1908,2659,2650,39.7870578,-75.4681427,2.7,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),16.000,X52,ERW,960
MFL,3835,1813,17.719,935+94.5,,,,93556.74,93556.70,3834,ML Cluster Ext Weld Adjacent,U0.44,0.44,60.83,3.19,D285.46,2395.83,2716.42,0.344,13,23,0.75,3.51,275,61.28,,1912,1906,1912,1903,2655,2644,39.7870579,-75.4681427,2.7,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),16.000,X52,ERW,960
MFL,3836,1813,17.719,935+94.7,,,,93556.89,93556.85,3835,ML Cluster Ext,U0.59,0.59,60.69,3.04,D285.31,2395.98,2716.27,0.344,11,21,0.78,3.16,262,61.28,,1913,1906,1912,1903,2655,2643,39.7870581,-75.4681423,2.7,,16.000,X52,ERW,960
MFL,3837,1813,17.720,935+98.6,,,,93560.79,93560.66,3836,ML Cluster Ext,U4.49,4.49,56.79,2.89,D281.41,2399.88,2712.37,0.344,11,21,1.96,2.15,248,61.28,,1887,1853,1895,1868,2631,2594,39.7870659,-75.4681327,2.7,,16.000,X52,ERW,960
MFL,3838,1813,17.724,936+22.0,,,,93584.20,93584.17,3837,ML Ext,U27.90,27.90,33.38,2.14,D258.00,2423.29,2688.96,0.344,11,21,0.55,0.50,184,61.28,,1916,1913,1916,1911,2660,2654,39.7871120,-75.4680748,2.7,,16.000,X52,ERW,960
MFL,3839,1813,17.728,936+40.6,,,,93602.83,,3838,MCP,D14.74,46.53,14.74,0.65,D239.37,2441.92,2670.33,0.344,,,2.12,2.61,56,61.28,,,,,,,,39.7871488,-75.4680285,2.7,Close Metal Object,16.000,X52,ERW,960
MFL,3840,1814,17.731,936+55.3,,,,93617.58,,3839,Weld,D49.99,61.28,49.99,,D224.62,2456.67,2655.58,0.344,,,,,,49.99,285,,,,,,,39.7871777,-75.4679918,2.7,,16.000,X52,ERW,960
MFL,3841,1814,17.734,936+73.2,,,,93635.39,,3840,MCP,U17.81,17.81,32.18,2.45,D206.81,2474.48,2637.77,0.344,,,5.49,5.81,211,49.99,,,,,,,,39.7872125,-75.4679472,2.6,Touching Metal Object,16.000,X52,ERW,960
MFL,3842,1814,17.734,936+75.0,,,,93637.22,,3841,MCP,U19.64,19.64,30.35,1.10,D204.98,2476.31,2635.94,0.344,,,2.86,2.00,95,49.99,,,,,,,,39.7872161,-75.4679426,2.6,Close Metal Object,16.000,X52,ERW,960
MFL,3843,1814,17.734,936+75.2,,,,93637.43,,3842,MCP,U19.85,19.85,30.14,3.14,D204.77,2476.52,2635.73,0.344,,,1.84,4.76,270,49.99,,,,,,,,39.7872165,-75.4679420,2.6,Close Metal Object,16.000,X52,ERW,960
MFL,3844,1815,17.740,937+05.3,,,,93667.57,,3843,Weld,D40.46,49.99,40.46,,D174.63,2506.66,2605.59,0.344,,,,,,40.46,,,,,,,,39.7872752,-75.4678662,2.5,,16.000,X52,ERW,960
MFL,3845,1816,17.748,937+45.8,,,,93708.03,,3844,Weld,D27.42,40.46,27.42,,D134.17,2547.12,2565.13,0.344,,,,,,27.42,,,,,,,,39.7873536,-75.4677637,3.3,,16.000,X52,ERW,960
MFL,3846,1816,17.750,937+55.5,,,,93717.77,93717.71,3845,ML Cluster Ext,U9.74,9.74,17.68,1.90,D124.43,2556.86,2555.39,0.344,16,26,0.98,1.78,164,27.42,,1904,1892,1901,1886,2641,2620,39.7873722,-75.4677391,3.6,,16.000,X52,ERW,960
MFL,3847,1817,17.753,937+73.2,,,,93735.45,,3846,Weld,U27.42,27.42,33.98,,D106.75,2574.54,2537.71,0.344,,,,,,33.98,248,,,,,,,39.7874064,-75.4676946,4.8,,16.000,X52,ERW,960
MFL,3848,1817,17.754,937+77.2,,,,93739.46,,3847,MCP,U4.01,4.01,29.97,4.01,D102.74,2578.55,2533.70,0.344,,,2.82,3.86,345,33.98,,,,,,,,39.7874142,-75.4676845,5.1,Close Metal Object,16.000,X52,ERW,960
MFL,3849,1817,17.755,937+84.4,,,,93746.63,,3848,MCP,U11.18,11.18,22.80,0.66,D95.57,2585.72,2526.53,0.344,,,4.39,5.16,57,33.98,,,,,,,,39.7874281,-75.4676666,5.6,Close Metal Object,16.000,X52,ERW,960
MFL,3850,1817,17.756,937+89.6,,,,93751.88,,3849,MCP,U16.43,16.43,17.55,2.88,D90.32,2590.97,2521.28,0.344,,,1.22,2.76,248,33.98,,,,,,,,39.7874383,-75.4676533,6.0,Close Metal Object,16.000,X52,ERW,960
MFL,3851,1817,17.758,937+97.8,,,,93760.03,,3850,Casing Start,D9.40,24.58,9.40,,D82.17,2599.12,2513.13,0.344,,,,,,33.98,,,,,,,,39.7874540,-75.4676327,6.2,,16.000,X52,ERW,960
MFL,3852,1818,17.759,938+07.2,,,,93769.43,,3851,Weld,U33.98,33.98,61.09,,D72.77,2608.52,2503.73,0.344,,,,,,61.09,322,,,,,,,39.7874720,-75.4676087,6.3,,16.000,X52,ERW,960
MFL,3853,1818,17.759,938+07.7,,,,93769.94,,3852,Casing End,U0.51,0.51,60.57,,D72.26,2609.03,2503.22,0.344,,,,,,61.09,,,,,,,,39.7874730,-75.4676073,6.3,,16.000,X52,ERW,960
MFL,3854,1818,17.762,938+20.3,,,,93782.55,,3853,3.8° 56.1D Over Cold Bend,U13.13,13.13,47.96,,D59.65,2621.65,2490.60,0.344,,,,,165,61.09,,,,,,,,39.7874971,-75.4675750,6.1,,16.000,X52,ERW,960
MFL,3855,1818,17.763,938+28.2,,,,93790.47,,3854,MCP,U21.04,21.04,40.04,3.42,D51.73,2629.56,2482.69,0.344,,,1.88,2.30,294,61.09,,,,,,,,39.7875118,-75.4675546,5.4,Close Metal Object,16.000,X52,ERW,960
MFL,3856,1818,17.764,938+30.1,,,,93792.38,,3855,MCP,U22.95,22.95,38.14,2.57,D49.82,2631.47,2480.78,0.344,,,3.10,3.61,221,61.09,,,,,,,,39.7875153,-75.4675496,5.3,Close Metal Object,16.000,X52,ERW,960
MFL,3857,1818,17.765,938+35.2,,,,93797.48,,3856,MCP,U28.05,28.05,33.03,3.57,D44.72,2636.57,2475.68,0.344,,,7.49,6.16,307,61.09,,,,,,,,39.7875249,-75.4675362,4.9,Close Metal Object,16.000,X52,ERW,960
MFL,3858,1818,17.768,938+54.9,,,,93817.21,,3857,4.4° 40.5D Sag Cold Bend,D13.30,47.78,13.30,,D24.99,2656.30,2455.95,0.344,,,,,347,61.09,,,,,,,,39.7875617,-75.4674848,3.4,,16.000,X52,ERW,960
MFL,3859,1818,17.769,938+56.8,,,,93819.14,,3858,MCP,D11.38,49.71,11.38,3.31,D23.06,2658.23,2454.02,0.344,,,3.06,3.16,285,61.09,,,,,,,,39.7875653,-75.4674799,3.4,Close Metal Object,16.000,X52,ERW,960
MFL,3860,1818,17.771,938+66.0,,,,93828.27,,3859,MCP,D2.25,58.84,2.25,0.46,D13.93,2667.36,2444.89,0.344,,,2.04,8.17,40,61.09,,,,,,,,39.7875827,-75.4674564,3.5,Close Metal Object,16.000,X52,ERW,960
MFL,3861,1819,17.771,938+68.2,,,,93830.51,,3860,Weld,D9.43,61.09,9.43,,D11.69,2669.60,2442.64,0.344,,,,,,9.43,309,,,,,,,39.7875870,-75.4674506,3.5,,16.000,X52,ERW,960
MFL,3862,1819,17.772,938+75.6,,,,93837.94,,3861,Tap,D2.00,7.42,2.00,0.00,D4.26,2677.03,2435.22,0.344,,,,,0,9.43,,,,,,,,39.7876011,-75.4674314,3.5,,16.000,X52,ERW,960
MFL,3863,1820,17.773,938+77.6,,,,93839.94,,3862,Weld,D4.45,9.43,4.45,,D2.26,2679.03,2433.22,0.344,,,,,,4.45,,,,,,,,39.7876048,-75.4674263,3.5,,16.000,X52,Valve,960
MFL,3864,1820,17.773,938+78.2,,,,93840.54,,3863,Flange,U0.60,0.60,3.86,,D1.66,2679.63,2432.62,0.344,,,,,,4.45,,,,,,,,39.7876060,-75.4674247,3.5,,16.000,X52,Valve,960
MFL,3865,1820,17.773,938+79.9,1631.90,1623.75,1.01,93842.20,,3864,Valve,D2.20,2.26,2.20,,D2430.96,2681.29,2430.96,0.344,,,,,,4.45,,,,,,,,39.7876093,-75.4674204,3.5,,16.000,X52,Valve,960
MFL,3866,1820,17.773,938+81.5,,,,93843.79,,3865,Flange,D0.60,3.85,0.60,,U1.60,2682.88,2429.36,0.344,,,,,,4.45,,,,,,,,39.7876123,-75.4674163,3.4,,16.000,X52,Valve,960
MFL,3867,1821,17.774,938+82.1,,,,93844.39,,3866,Weld,U4.45,4.45,9.54,,U2.20,2683.49,2428.76,0.344,,,,,,9.54,311,,,,,,,39.7876134,-75.4674147,3.4,,16.000,X52,ERW,960
MFL,3868,1821,17.774,938+84.1,,,,93846.40,,3867,Tap,U2.00,2.00,7.53,0.00,U4.20,2685.49,2426.76,0.344,,,,,0,9.54,,,,,,,,39.7876172,-75.4674096,3.4,,16.000,X52,ERW,960
MFL,3869,1822,17.775,938+91.6,,,,93853.93,,3868,Weld,U9.54,9.54,36.34,,U11.73,2693.02,2419.23,0.344,,,,,,36.34,21,,,,,,,39.7876315,-75.4673903,3.4,,16.000,X52,ERW,960
MFL,3870,1822,17.779,939+09.0,,,,93871.37,,3869,MCP,U17.44,17.44,18.90,0.70,U29.18,2710.46,2401.79,0.344,,,3.29,7.86,60,36.34,,,,,,,,39.7876646,-75.4673455,3.3,Touching Metal Object,16.000,X52,ERW,960
MFL,3871,1822,17.779,939+12.6,,,,93874.94,,3870,MCP,D15.33,21.01,15.33,3.49,U32.74,2714.03,2398.22,0.344,,,5.65,10.14,300,36.34,,,,,,,,39.7876714,-75.4673362,3.2,Touching Metal Object,16.000,X52,ERW,960
MFL,3872,1822,17.780,939+14.9,,,,93877.28,,3871,MCP,D12.99,23.35,12.99,0.00,U35.08,2716.37,2395.88,0.344,,,4.55,5.41,0,36.34,,,,,,,,39.7876758,-75.4673302,3.2,Close Metal Object,16.000,X52,ERW,960
MFL,3873,1822,17.780,939+18.3,,,,93880.67,,3872,MCP,D9.60,26.74,9.60,0.00,U38.47,2719.76,2392.49,0.344,,,3.61,5.07,0,36.34,,,,,,,,39.7876822,-75.4673215,3.2,Close Metal Object,16.000,X52,ERW,960
CAL,3874,1822,17.781,939+22.8,,,,93885.11,,3873,Dent,D5.16,31.18,5.16,2.52,U42.91,2724.20,2388.05,0.344,1.2,1.7,3.92,5.04,217,36.34,,,,,,,,39.7876907,-75.4673100,3.1,,16.000,X52,ERW,960
MFL,3875,1823,17.782,939+27.9,,,,93890.27,,3874,Weld,U36.34,36.34,61.06,,U48.07,2729.36,2382.89,0.344,,,,,,61.06,68,,,,,,,39.7877005,-75.4672966,3.1,,16.000,X52,ERW,960
MFL,3876,1823,17.785,939+43.3,,,,93905.69,,3875,MCP,U15.42,15.42,45.64,2.44,U63.49,2744.78,2367.47,0.344,,,3.45,7.10,210,61.06,,,,,,,,39.7877297,-75.4672569,2.9,Touching Metal Object,16.000,X52,ERW,960
MFL,3877,1823,17.792,939+79.2,,,,93941.56,,3876,MCP,D9.77,51.29,9.77,2.03,U99.36,2780.65,2331.60,0.344,,,1.65,3.41,175,61.06,,,,,,,,39.7877969,-75.4671636,2.8,Close Metal Object,16.000,X52,ERW,960
MFL,3878,1823,17.792,939+81.7,,,,93944.12,,3877,MCP,D7.21,53.85,7.21,3.10,U101.92,2783.21,2329.04,0.344,,,1.73,2.61,267,61.06,,,,,,,,39.7878017,-75.4671569,2.9,Close Metal Object,16.000,X52,ERW,960
MFL,3879,1824,17.794,939+88.9,,,,93951.33,,3878,Weld,U61.06,61.06,61.15,,U109.13,2790.42,2321.83,0.344,,,,,,61.15,339,,,,,,,39.7878152,-75.4671380,2.9,,16.000,X52,ERW,960
MFL,3880,1824,17.795,939+93.7,,,,93956.10,,3879,MCP,U4.77,4.77,56.38,2.75,U113.90,2795.19,2317.06,0.344,,,2.71,5.21,237,61.15,,,,,,,,39.7878241,-75.4671255,2.9,Close Metal Object,16.000,X52,ERW,960
MFL,3881,1824,17.795,939+94.6,,,,93957.01,,3880,MCP,U5.68,5.68,55.47,3.02,U114.81,2796.10,2316.15,0.344,,,1.22,1.95,260,61.15,,,,,,,,39.7878258,-75.4671232,2.9,Close Metal Object,16.000,X52,ERW,960
MFL,3882,1824,17.796,940+00.8,,,,93963.20,,3881,MCP,U11.88,11.88,49.28,2.40,U121.01,2802.30,2309.95,0.344,,,0.98,1.55,207,61.15,,,,,,,,39.7878374,-75.4671070,2.9,Close Metal Object,16.000,X52,ERW,960
MFL,3883,1824,17.801,940+29.1,,,,93991.54,,3882,MCP,D20.94,40.21,20.94,0.00,U149.34,2830.63,2281.62,0.344,,,7.53,5.92,0,61.15,,,,,,,,39.7878903,-75.4670330,3.3,Close Metal Object,16.000,X52,ERW,960
CAL,3884,1824,17.803,940+35.6,,,,93998.09,,3883,Dent,D14.39,46.76,14.39,1.08,U155.89,2837.18,2275.07,0.344,1.0,1.5,4.67,3.09,93,61.15,,,,,,,,39.7879025,-75.4670158,3.3,,16.000,X52,ERW,960
MFL,3885,1824,17.803,940+39.8,,,,94002.31,,3884,MCP,D10.17,50.98,10.17,3.84,U160.11,2841.40,2270.85,0.344,,,5.33,7.10,330,61.15,,,,,,,,39.7879104,-75.4670048,3.4,Touching Metal Object,16.000,X52,ERW,960
MFL,3886,1824,17.805,940+47.7,,,,94010.18,,3885,MCP,D2.30,58.85,2.30,3.84,U167.98,2849.27,2262.98,0.344,,,3.14,6.09,330,61.15,,,,,,,,39.7879250,-75.4669841,3.4,Touching Metal Object,16.000,X52,ERW,960
MFL,3887,1824,17.805,940+49.4,,,,94011.90,,3886,MCP,D0.58,60.57,0.58,2.96,U169.70,2850.99,2261.26,0.344,,,3.29,4.81,254,61.15,,,,,,,,39.7879283,-75.4669796,3.4,Close Metal Object,16.000,X52,ERW,960
MFL,3888,1825,17.805,940+50.0,,,,94012.48,,3887,Weld,U61.15,61.15,61.34,,U170.28,2851.57,2260.68,0.344,,,,,,61.34,47,,,,,,,39.7879294,-75.4669780,3.4,,16.000,X52,ERW,960
MFL,3889,1825,17.807,940+55.9,,,,94018.38,,3888,MCP,U5.91,5.91,55.43,1.40,U176.19,2857.48,2254.77,0.344,,,10.35,9.81,120,61.34,,,,,,,,39.7879404,-75.4669625,3.4,Touching Metal Object,16.000,X52,ERW,960
MFL,3890,1825,17.808,940+65.5,,,,94027.95,,3889,MCP,U15.47,15.47,45.87,0.00,U185.75,2867.04,2245.21,0.344,,,3.76,4.57,0,61.34,,,,,,,,39.7879582,-75.4669375,3.4,Close Metal Object,16.000,X52,ERW,960
MFL,3891,1825,17.809,940+70.8,,,,94033.26,,3890,MCP,U20.78,20.78,40.56,0.00,U191.06,2872.35,2239.90,0.344,,,4.39,4.57,0,61.34,,,,,,,,39.7879681,-75.4669236,3.4,Close Metal Object,16.000,X52,ERW,960
MFL,3892,1825,17.810,940+75.3,,,,94037.83,,3891,MCP,U25.35,25.35,35.99,0.42,U195.63,2876.92,2235.33,0.344,,,1.57,2.46,36,61.34,,,,,,,,39.7879767,-75.4669116,3.4,Close Metal Object,16.000,X52,ERW,960
MFL,3893,1825,17.811,940+80.0,,,,94042.54,,3892,MCP,U30.06,30.06,31.28,0.35,U200.34,2881.63,2230.62,0.344,,,14.12,13.19,30,61.34,,,,,,,,39.7879854,-75.4668993,3.4,Touching Metal Object,16.000,X52,ERW,960
MFL,3894,1825,17.812,940+84.2,,,,94046.67,,3893,MCP,D27.15,34.19,27.15,3.14,U204.47,2885.76,2226.49,0.344,,,5.02,6.00,270,61.34,,,,,,,,39.7879932,-75.4668885,3.4,Close Metal Object,16.000,X52,ERW,960
MFL,3895,1825,17.813,940+88.6,,,,94051.09,,3894,MCP,D22.73,38.61,22.73,1.40,U208.89,2890.18,2222.07,0.344,,,3.76,7.44,120,61.34,,,,,,,,39.7880014,-75.4668770,3.4,Touching Metal Object,16.000,X52,ERW,960
MFL,3896,1825,17.815,941+02.3,,,,94064.84,,3895,MCP,D8.98,52.36,8.98,0.70,U222.64,2903.93,2208.32,0.344,,,6.90,7.78,60,61.34,,,,,,,,39.7880270,-75.4668411,3.3,Close Metal Object,16.000,X52,ERW,960
MFL,3897,1826,17.817,941+11.3,,,,94073.82,,3896,Weld,D61.01,61.34,61.01,,U231.62,2912.91,2199.34,0.344,,,,,,61.01,328,,,,,,,39.7880438,-75.4668176,3.2,,16.000,X52,ERW,960
MFL,3898,1826,17.820,941+28.1,,,,94090.68,,3897,MCP,U16.86,16.86,44.14,3.66,U248.48,2929.77,2182.48,0.344,,,1.57,2.86,315,61.01,,,,,,,,39.7880754,-75.4667735,3.1,Touching Metal Object,16.000,X52,ERW,960
MFL,3899,1826,17.821,941+32.0,,,,94094.54,,3898,MCP,U20.73,20.73,40.28,3.67,U252.35,2933.64,2178.61,0.344,,,3.22,3.86,315,61.01,,,,,,,,39.7880826,-75.4667635,3.1,Close Metal Object,16.000,X52,ERW,960
MFL,3900,1826,17.821,941+32.5,,,,94095.09,,3899,MCP,U21.27,21.27,39.74,2.11,U252.89,2934.18,2178.07,0.344,,,1.80,3.36,182,61.01,,,,,,,,39.7880837,-75.4667620,3.1,Close Metal Object,16.000,X52,ERW,960
MFL,3901,1826,17.823,941+43.5,,,,94106.08,,3900,MCP,D28.74,32.26,28.74,0.02,U263.88,2945.17,2167.08,0.344,,,9.53,7.22,2,61.01,,,,,,,,39.7881042,-75.4667334,3.0,Close Metal Object,16.000,X52,ERW,960
MFL,3902,1827,17.829,941+72.2,,,,94134.82,,3901,Weld,U61.01,61.01,61.34,,U292.62,2973.91,2138.34,0.344,,,,,,61.34,53,,,,,,,39.7881577,-75.4666582,2.9,,16.000,X52,ERW,960
MFL,3903,1827,17.831,941+84.0,,,,94146.62,,3902,MCP,U11.80,11.80,49.55,1.58,U304.42,2985.71,2126.54,0.344,,,1.45,2.15,136,61.34,,,,,,,,39.7881796,-75.4666273,2.9,Close Metal Object,16.000,X52,ERW,960
MFL,3904,1827,17.832,941+91.0,,,,94153.58,,3903,MCP,U18.76,18.76,42.59,0.76,U311.38,2992.67,2119.58,0.344,,,2.04,2.41,66,61.34,,,,,,,,39.7881925,-75.4666089,3.0,Close Metal Object,16.000,X52,ERW,960
MFL,3905,1827,17.835,942+06.4,,,,94169.05,,3904,MCP,D27.12,34.23,27.12,0.38,U326.85,3008.14,2104.11,0.344,,,2.74,2.96,33,61.34,,,,,,,,39.7882211,-75.4665682,3.0,Close Metal Object,16.000,X52,ERW,960
MFL,3906,1827,17.837,942+15.6,,,,94178.30,,3905,MCP,D17.87,43.47,17.87,2.44,U336.10,3017.39,2094.86,0.344,,,2.04,4.09,210,61.34,,,,,,,,39.7882382,-75.4665437,3.0,Touching Metal Object,16.000,X52,ERW,960
MFL,3907,1828,17.840,942+33.5,,,,94196.17,,3906,Weld,D61.08,61.34,61.08,,U353.97,3035.26,2076.99,0.344,,,,,,61.08,321,,,,,,,39.7882711,-75.4664964,3.1,,16.000,X52,ERW,960
MFL,3908,1828,17.840,942+34.8,,,,94197.46,,3907,MCP,U1.29,1.29,59.78,3.52,U355.26,3036.55,2075.70,0.344,,,3.22,2.10,303,61.08,,,,,,,,39.7882735,-75.4664929,3.1,Close Metal Object,16.000,X52,ERW,960
MFL,3909,1828,17.842,942+43.6,,,,94206.31,,3908,MCP,U10.14,10.14,50.94,2.09,U364.11,3045.40,2066.85,0.344,,,2.35,5.34,180,61.08,,,,,,,,39.7882896,-75.4664693,3.0,Touching Metal Object,16.000,X52,ERW,960
MFL,3910,1828,17.844,942+56.0,,,,94218.71,,3909,MCP,U22.54,22.54,38.54,1.08,U376.51,3057.80,2054.45,0.344,,,3.84,26.36,93,61.08,,,,,,,,39.7883122,-75.4664363,2.9,Close Metal Object,16.000,X52,ERW,960
MFL,3911,1828,17.845,942+60.9,,,,94223.57,,3910,MCP,U27.40,27.40,33.68,0.35,U381.37,3062.66,2049.59,0.344,,,2.20,3.81,30,61.08,,,,,,,,39.7883210,-75.4664232,2.9,Close Metal Object,16.000,X52,ERW,960
MFL,3912,1828,17.846,942+66.7,,,,94229.45,,3911,MCP,D27.80,33.28,27.80,1.05,U387.25,3068.54,2043.71,0.344,,,1.88,3.67,90,61.08,,,,,,,,39.7883316,-75.4664076,2.9,Touching Metal Object,16.000,X52,ERW,960
MFL,3913,1828,17.848,942+74.6,,,,94237.30,,3912,MCP,D19.94,41.13,19.94,1.14,U395.10,3076.39,2035.86,0.344,,,1.65,2.30,98,61.08,,,,,,,,39.7883459,-75.4663865,2.9,Close Metal Object,16.000,X52,ERW,960
MFL,3914,1829,17.852,942+94.5,,,,94257.24,,3913,Weld,D60.89,61.08,60.89,,U415.05,3096.34,2015.91,0.344,,,,,,60.89,43,,,,,,,39.7883820,-75.4663329,3.0,,16.000,X52,ERW,960
MFL,3915,1829,17.856,943+16.1,,,,94278.91,94278.83,3914,ML Cluster Ext,U21.66,21.66,39.23,3.18,U436.71,3118.00,1994.25,0.344,20,30,1.14,2.51,273,60.89,,1894,1877,1899,1881,2638,2612,39.7884209,-75.4662746,3.0,,16.000,X52,ERW,960
MFL,3916,1829,17.856,943+19.4,,,,94282.14,,3915,MCP,U24.89,24.89,36.00,1.40,U439.94,3121.23,1991.02,0.344,,,3.45,7.10,120,60.89,,,,,,,,39.7884267,-75.4662658,3.0,Close Metal Object,16.000,X52,ERW,960
MFL,3917,1829,17.860,943+36.7,,,,94299.44,,3916,MCP,D18.69,42.20,18.69,0.00,U457.24,3138.53,1973.72,0.344,,,8.78,7.10,0,60.89,,,,,,,,39.7884576,-75.4662189,2.9,Close Metal Object,16.000,X52,ERW,960
MFL,3918,1829,17.862,943+48.2,,,,94311.01,,3917,MCP,D7.12,53.77,7.12,0.00,U468.81,3150.10,1962.15,0.344,,,2.04,5.68,0,60.89,,,,,,,,39.7884782,-75.4661876,2.9,Touching Metal Object,16.000,X52,ERW,960
MFL,3919,1830,17.863,943+55.3,,,,94318.13,,3918,Weld,D60.01,60.89,60.01,,U475.93,3157.22,1955.03,0.344,,,,,,60.01,304,,,,,,,39.7884909,-75.4661683,2.9,,16.000,X52,ERW,960
MFL,3920,1830,17.864,943+60.4,,,,94323.21,,3919,MCP,U5.08,5.08,54.93,3.74,U481.01,3162.30,1949.95,0.344,,,1.45,2.00,322,60.01,,,,,,,,39.7885000,-75.4661545,2.9,Close Metal Object,16.000,X52,ERW,960
MFL,3921,1830,17.865,943+65.6,,,,94328.38,,3920,MCP,U10.24,10.24,49.76,0.56,U486.18,3167.47,1944.78,0.344,,,3.18,6.06,48,60.01,,,,,,,,39.7885092,-75.4661405,3.0,Close Metal Object,16.000,X52,ERW,960
MFL,3922,1830,17.866,943+71.5,,,,94334.29,,3921,MCP,U16.16,16.16,43.85,2.83,U492.10,3173.39,1938.86,0.344,,,2.82,5.51,243,60.01,,,,,,,,39.7885197,-75.4661244,3.1,Touching Metal Object,16.000,X52,ERW,960
MFL,3923,1830,17.867,943+72.4,,,,94335.24,,3922,MCP,U17.11,17.11,42.90,0.95,U493.04,3174.33,1937.92,0.344,,,1.14,2.96,82,60.01,,,,,,,,39.7885214,-75.4661218,3.1,Close Metal Object,16.000,X52,ERW,960
MFL,3924,1830,17.867,943+73.0,,,,94335.77,,3923,MCP,U17.64,17.64,42.37,1.11,U493.58,3174.87,1937.38,0.344,,,1.14,2.46,96,60.01,,,,,,,,39.7885223,-75.4661204,3.1,Close Metal Object,16.000,X52,ERW,960
MFL,3925,1830,17.867,943+75.7,,,,94338.50,,3924,MCP,U20.37,20.37,39.64,0.49,U496.30,3177.59,1934.66,0.344,,,3.06,4.71,43,60.01,,,,,,,,39.7885272,-75.4661130,3.1,Close Metal Object,16.000,X52,ERW,960
MFL,3926,1830,17.873,944+04.0,,,,94366.90,,3925,MCP,D11.24,48.77,11.24,3.08,U524.70,3205.99,1906.26,0.344,,,2.71,3.76,265,60.01,,,,,,,,39.7885775,-75.4660358,3.4,Close Metal Object,16.000,X52,ERW,960
MFL,3927,1830,17.873,944+08.2,,,,94371.11,,3926,MCP,D7.03,52.98,7.03,0.66,U528.91,3210.20,1902.05,0.344,,,19.60,10.22,57,60.01,,,,,,,,39.7885849,-75.4660242,3.5,Close Metal Object,16.000,X52,ERW,960
MFL,3928,1831,17.875,944+15.3,,,,94378.14,,3927,Weld,U60.01,60.01,61.23,,U535.94,3217.23,1895.02,0.344,,,,,,61.23,51,,,,,,,39.7885974,-75.4660050,3.5,,16.000,X52,ERW,960
MFL,3929,1831,17.876,944+21.5,,,,94384.41,,3928,MCP,U6.26,6.26,54.96,1.52,U542.21,3223.50,1888.75,0.344,,,1.80,2.96,131,61.23,,,,,,,,39.7886084,-75.4659879,3.6,Close Metal Object,16.000,X52,ERW,960
MFL,3930,1831,17.876,944+23.8,,,,94386.72,,3929,MCP,U8.57,8.58,52.65,3.60,U544.52,3225.81,1886.44,0.344,,,1.57,5.86,310,61.23,,,,,,,,39.7886125,-75.4659816,3.6,Close Metal Object,16.000,X52,ERW,960
MFL,3931,1831,17.877,944+29.6,,,,94392.43,,3930,MCP,U14.29,14.29,46.93,3.86,U550.24,3231.53,1880.72,0.344,,,5.02,6.91,332,61.23,,,,,,,,39.7886227,-75.4659660,3.6,Close Metal Object,16.000,X52,ERW,960
MFL,3932,1831,17.880,944+44.2,,,,94407.08,,3931,MCP,U28.94,28.94,32.29,3.81,U564.88,3246.17,1866.08,0.344,,,4.51,5.31,328,61.23,,,,,,,,39.7886487,-75.4659261,3.6,Close Metal Object,16.000,X52,ERW,960
MFL,3933,1831,17.882,944+53.0,,,,94415.86,,3932,MCP,D23.51,37.72,23.51,1.53,U573.66,3254.95,1857.30,0.344,,,1.45,2.91,132,61.23,,,,,,,,39.7886642,-75.4659021,3.5,Close Metal Object,16.000,X52,ERW,960
MFL,3934,1831,17.883,944+57.2,,,,94420.12,,3933,MCP,D19.25,41.98,19.25,3.07,U577.92,3259.21,1853.04,0.344,,,2.98,4.21,264,61.23,,,,,,,,39.7886717,-75.4658906,3.4,Close Metal Object,16.000,X52,ERW,960
MFL,3935,1831,17.883,944+58.9,,,,94421.79,,3934,MCP,D17.58,43.65,17.58,4.01,U579.59,3260.88,1851.37,0.344,,,1.69,2.56,345,61.23,,,,,,,,39.7886747,-75.4658860,3.4,Close Metal Object,16.000,X52,ERW,960
